frame,head_x,head_y,head_z,thorax_x,thorax_y,thorax_z,abdomen_x,abdomen_y,abdomen_z
0,200.47988891601562,476.75970458984375,0.0,212.70462036132812,465.02410888671875,0.0,228.23290407568487,443.4146169217946,0.0
1,500.78375244140625,780.58349609375,0.0,492.4690246582031,764.63330078125,0.0,476.6568603515625,744.1705322265625,0.0
2,588.3831787109375,824.9907836914062,0.0,588.3251342773438,808.6199340820312,0.0,588.0711669921875,780.302490234375,0.0
3,292.3630676269531,785.0872192382812,0.0,307.8525390625,789.47998046875,0.0,328.6414489746094,805.0516967773438,0.0
4,268.41656494140625,548.3820190429688,0.0,268.2754211425781,567.794189453125,0.0,260.7660217285156,588.6151123046875,0.0
5,268.57171630859375,548.8441772460938,0.0,268.62451171875,564.9215087890625,0.0,264.2106018066406,588.8062133789062,0.0
6,268.53173828125,548.884765625,0.0,268.6295471191406,564.9398193359375,0.0,264.2522888183594,588.829345703125,0.0
7,260.2469177246094,540.4697265625,0.0,264.2560729980469,556.5337524414062,0.0,264.36737060546875,580.7047119140625,0.0
8,239.67689514160156,523.6777954101562,0.0,248.18226623535156,539.6467895507812,0.0,256.14544677734375,563.7804565429688,0.0
9,212.51954650878906,444.4652099609375,0.0,224.51553344726562,460.3238525390625,0.0,239.99508666992188,484.43377685546875,0.0
10,180.7362060546875,444.2976379394531,0.0,196.51449584960938,452.8068542480469,0.0,216.98101806640625,472.375244140625,0.0
11,180.7362060546875,444.2976379394531,0.0,196.51449584960938,452.8068542480469,0.0,216.98101806640625,472.375244140625,0.0
12,272.60302734375,471.5107421875,0.0,288.4876403808594,463.8111267089844,0.0,308.7501220703125,447.8674621582031,0.0
13,136.02273559570312,356.4457702636719,0.0,136.12033081054688,372.4969482421875,0.0,132.13873291015625,396.5711364746094,0.0
14,532.0661010742188,240.56735229492188,0.0,516.1683349609375,244.77926635742188,0.0,491.9417724609375,253.0001678466797,0.0
15,693.0074462890625,245.468505859375,0.0,680.2686767578125,241.0293731689453,0.0,656.1782836914062,229.41751098632812,0.0
16,643.9696044921875,553.0902709960938,0.0,647.7612915039062,536.5707397460938,0.0,647.7616577148438,512.2299194335938,0.0
17,300.34954833984375,531.8038330078125,0.0,315.96234130859375,543.9215087890625,0.0,332.3249206542969,560.7544555664062,0.0
18,728.9330444335938,708.7367553710938,0.0,724.3267211914062,695.9354248046875,0.0,712.455322265625,671.785400390625,0.0
19,319.78692626953125,744.70751953125,0.0,336.58258056640625,748.2408447265625,0.0,366.68341064453125,756.1510620117188,0.0
20,315.970458984375,652.3005981445312,0.0,332.7274169921875,655.7032470703125,0.0,360.7027587890625,659.5570678710938,0.0
21,197.08392333984375,604.3089599609375,0.0,193.29373168945312,623.7612915039062,0.0,189.10894775390625,647.7365112304688,0.0
22,249.22296142578125,379.8382263183594,0.0,233.4591827392578,388.3333435058594,0.0,212.668212890625,400.3514099121094,0.0
23,519.7265014648438,184.86231994628906,0.0,503.8285827636719,188.7594757080078,0.0,476.5256042480469,196.27902221679688,0.0
24,152.05148315429688,356.9278564453125,0.0,167.78981018066406,344.8803405761719,0.0,187.94692993164062,321.25579833984375,0.0
25,212.409423828125,712.98046875,0.0,207.956787109375,696.4215087890625,0.0,192.3393096923828,675.989501953125,0.0
26,564.1526489257812,872.6731567382812,0.0,544.7470703125,867.979248046875,0.0,516.2618408203125,859.779052734375,0.0
27,712.4532470703125,752.0418090820312,0.0,704.07666015625,764.4361572265625,0.0,688.4916381835938,784.8135375976562,0.0
28,707.7487182617188,704.7674560546875,0.0,707.727294921875,723.98046875,0.0,703.5509033203125,748.1233520507812,0.0
29,257.1927490234375,616.4833984375,0.0,276.638427734375,621.1145629882812,0.0,297.06280517578125,633.1146850585938,0.0
30,641.2931518554688,864.1559448242188,0.0,624.7140502929688,860.1329345703125,0.0,596.3975219726562,852.5498046875,0.0
31,756.5025634765625,653.1226806640625,0.0,737.0941772460938,656.2955932617188,0.0,712.8212890625,661.5003051757812,0.0
32,624.906982421875,208.40817260742188,0.0,620.4686279296875,224.3601531982422,0.0,608.3680419921875,245.06900024414062,0.0
33,792.4454956054688,569.4234008789062,0.0,796.433837890625,552.7044067382812,0.0,804.554443359375,524.2069702148438,0.0
34,660.794677734375,763.6895751953125,0.0,672.9727783203125,751.9547729492188,0.0,696.9109497070312,731.8468017578125,0.0
35,685.1573486328125,764.9583740234375,0.0,704.7086181640625,772.7198486328125,0.0,725.5305786132812,785.2700805664062,0.0
36,348.8646240234375,704.3972778320312,0.0,360.58056640625,719.92724609375,0.0,373.2298583984375,740.5488891601562,0.0
37,192.8523406982422,331.8060302734375,0.0,204.1451416015625,353.0205993652344,0.0,216.8448486328125,340.3730773925781,0.0
38,604.8536376953125,360.1161804199219,0.0,592.0970458984375,348.4781188964844,0.0,568.3836669921875,332.22711181640625,0.0
39,604.8031616210938,360.0349426269531,0.0,592.0571899414062,348.40966796875,0.0,568.34619140625,332.16741943359375,0.0
40,604.740966796875,359.85418701171875,0.0,592.0132446289062,348.2362976074219,0.0,568.3284301757812,331.9482421875,0.0
41,808.606689453125,604.1920776367188,0.0,796.2899169921875,592.4011840820312,0.0,776.6640014648438,572.1966552734375,0.0
42,668.5478515625,828.80029296875,0.0,649.197509765625,824.5855102539062,0.0,620.595458984375,828.5152587890625,0.0
43,668.5478515625,828.80029296875,0.0,649.197509765625,824.5855102539062,0.0,620.595458984375,828.5152587890625,0.0
44,804.9073486328125,364.5231018066406,0.0,796.4413452148438,380.0985412597656,0.0,772.2670288085938,388.58990478515625,0.0
45,575.9828491210938,191.88607788085938,0.0,580.3880615234375,208.24855041503906,0.0,588.2191162109375,232.50302124023438,0.0
46,383.8993835449219,184.7236328125,0.0,395.9809265136719,200.54434204101562,0.0,408.4486083984375,220.87950134277344,0.0
47,217.11181640625,276.27276611328125,0.0,232.73648071289062,264.6492614746094,0.0,253.33766174316406,244.67001342773438,0.0
48,172.36599731445312,368.0574951171875,0.0,181.1801300048828,355.79571533203125,0.0,196.95677185058594,328.4940185546875,0.0
49,171.5744171142578,365.41949462890625,0.0,183.79803466796875,352.830078125,0.0,199.87527465820312,325.3947448730469,0.0
50,168.814208984375,364.96575927734375,0.0,181.03652954101562,352.7333679199219,0.0,197.07232666015625,328.4994812011719,0.0
51,244.1601104736328,748.8724975585938,0.0,239.95989990234375,732.3557739257812,0.0,228.13015747070312,708.500244140625,0.0
52,700.4782104492188,800.09765625,0.0,680.87451171875,800.3053588867188,0.0,652.3368530273438,804.2491455078125,0.0
53,800.4498291015625,503.687255859375,0.0,787.9871215820312,515.876220703125,0.0,763.7380981445312,524.2572021484375,0.0
54,556.3999633789062,237.0109100341797,0.0,567.7526245117188,252.7873992919922,0.0,575.9652709960938,276.904541015625,0.0
55,528.118408203125,181.17149353027344,0.0,531.9085693359375,200.67779541015625,0.0,516.6378173828125,224.86793518066406,0.0
56,260.41802978515625,316.29107666015625,0.0,272.1429138183594,300.4669189453125,0.0,284.54754638671875,272.65118408203125,0.0
57,213.24644470214844,468.2137451171875,0.0,217.27590942382812,451.8085632324219,0.0,221.27947998046875,423.94903564453125,0.0
58,364.1264343261719,859.7591552734375,0.0,352.4021911621094,844.00537109375,0.0,336.2737731933594,823.80517578125,0.0
59,348.5000305175781,859.7261352539062,0.0,364.8575744628906,852.1258544921875,0.0,394.6645202636719,840.4049072265625,0.0
60,319.8244323730469,764.0094604492188,0.0,336.378173828125,764.4622192382812,0.0,364.58074951171875,768.395751953125,0.0
61,364.0623779296875,724.6531372070312,0.0,363.94635009765625,740.5547485351562,0.0,356.5979919433594,764.5892333984375,0.0
62,388.3757629394531,700.04443359375,0.0,380.9680480957031,712.7438354492188,0.0,372.219482421875,736.3841552734375,0.0
63,395.48388671875,691.1925048828125,0.0,387.7406311035156,707.4297485351562,0.0,375.5437316894531,724.0706787109375,0.0
64,652.83740234375,821.016357421875,0.0,656.3609619140625,804.5780029296875,0.0,656.5231323242188,776.3773803710938,0.0
65,632.476318359375,704.09814453125,0.0,616.26123046875,699.876953125,0.0,592.21630859375,691.9116821289062,0.0
66,587.8255615234375,751.9461059570312,0.0,572.0950927734375,756.3516235351562,0.0,548.2071533203125,764.9849243164062,0.0
67,584.2967529296875,751.6705322265625,0.0,568.4591064453125,756.6019897460938,0.0,544.5771484375,768.3431396484375,0.0
68,584.2299194335938,751.7803955078125,0.0,568.3899536132812,759.58544921875,0.0,544.531005859375,768.4522094726562,0.0
69,584.1997680664062,751.8531494140625,0.0,568.340576171875,759.6267700195312,0.0,544.4907836914062,768.4673461914062,0.0
70,583.9306640625,752.132080078125,0.0,567.9920654296875,759.8956909179688,0.0,543.7492065429688,768.4552612304688,0.0
71,584.0927734375,752.2855224609375,0.0,568.1574096679688,759.9536743164062,0.0,544.1868896484375,768.6676635742188,0.0
72,583.7384033203125,752.4474487304688,0.0,567.9112548828125,760.1273193359375,0.0,543.9671630859375,768.8743896484375,0.0
73,583.811279296875,752.4766235351562,0.0,568.0435791015625,760.2026977539062,0.0,544.2161865234375,771.9725952148438,0.0
74,583.7783813476562,752.5645751953125,0.0,568.0257568359375,760.2782592773438,0.0,544.1515502929688,772.0374145507812,0.0
75,583.7783813476562,752.5645751953125,0.0,568.0257568359375,760.2782592773438,0.0,544.1515502929688,772.0374145507812,0.0
76,576.2535400390625,756.206787109375,0.0,560.2155151367188,764.1633911132812,0.0,536.4547729492188,776.3846435546875,0.0
77,576.4121704101562,759.876708984375,0.0,560.5135498046875,767.6826171875,0.0,536.6608276367188,776.7193603515625,0.0
78,575.5477294921875,720.841796875,0.0,559.67041015625,728.1146240234375,0.0,535.7517700195312,740.0774536132812,0.0
79,707.5220947265625,552.0571899414062,0.0,695.896728515625,564.3279418945312,0.0,679.5198364257812,581.0543212890625,0.0
80,707.749755859375,552.1561279296875,0.0,696.0825805664062,564.3607788085938,0.0,679.6885375976562,584.0709228515625,0.0
81,707.7521362304688,552.154296875,0.0,696.0844116210938,564.3609619140625,0.0,679.6856079101562,584.067626953125,0.0
82,707.6438598632812,552.2000122070312,0.0,695.9371337890625,564.4158325195312,0.0,679.4645385742188,581.0379028320312,0.0
83,724.3402099609375,532.0785522460938,0.0,720.2127685546875,548.3554077148438,0.0,712.3695678710938,569.2476196289062,0.0
84,708.4114379882812,455.68475341796875,0.0,700.7286987304688,471.6888427734375,0.0,688.80029296875,492.2010498046875,0.0
85,708.3987426757812,456.29852294921875,0.0,700.6103515625,472.13824462890625,0.0,688.5907592773438,492.60552978515625,0.0
86,708.7404174804688,460.2782897949219,0.0,697.14404296875,476.1268615722656,0.0,677.1007690429688,492.1546325683594,0.0
87,708.7412719726562,460.2757568359375,0.0,697.1453857421875,476.12451171875,0.0,677.1019897460938,492.154052734375,0.0
88,709.4942626953125,443.29534912109375,0.0,705.0362548828125,459.73193359375,0.0,697.2433471679688,480.58758544921875,0.0
89,760.07666015625,704.0137329101562,0.0,764.3517456054688,687.83544921875,0.0,772.28369140625,656.6905517578125,0.0
90,476.09600830078125,832.4873046875,0.0,492.53643798828125,821.1484375,0.0,520.6068115234375,808.965576171875,0.0
91,404.385498046875,796.3333129882812,0.0,424.3186950683594,804.4334106445312,0.0,452.21807861328125,820.2699584960938,0.0
92,499.70904541015625,716.53173828125,0.0,511.85626220703125,728.8030395507812,0.0,524.3034057617188,749.2318115234375,0.0
93,504.9510803222656,728.4403076171875,0.0,517.0211181640625,740.7435913085938,0.0,532.6052856445312,760.7708129882812,0.0
94,504.8710632324219,728.5662841796875,0.0,517.0882568359375,740.955322265625,0.0,532.7705078125,760.8424682617188,0.0
95,500.01123046875,728.6896362304688,0.0,515.5838623046875,741.0430908203125,0.0,528.34765625,761.3245239257812,0.0
96,468.1959228515625,712.3897094726562,0.0,472.59039306640625,728.5863037109375,0.0,476.7197265625,752.7025146484375,0.0
97,516.310546875,560.6610717773438,0.0,511.6020812988281,576.2736206054688,0.0,496.1678771972656,596.5338745117188,0.0
98,608.8614501953125,431.7760314941406,0.0,592.4015502929688,431.96868896484375,0.0,564.7578735351562,431.72003173828125,0.0
99,612.053955078125,431.8692932128906,0.0,592.5294189453125,431.99755859375,0.0,564.7737426757812,428.18780517578125,0.0
100,732.9229736328125,427.8299560546875,0.0,712.9026489257812,431.7563171386719,0.0,684.3820190429688,439.79156494140625,0.0
101,732.5269165039062,428.09783935546875,0.0,712.7900390625,431.8157043457031,0.0,684.2965087890625,436.2143249511719,0.0
102,796.107666015625,427.7010498046875,0.0,779.84228515625,431.9485778808594,0.0,751.7840576171875,440.20050048828125,0.0
103,481.7601890182176,876.4471242811575,0.0,496.1307479939376,856.5239611492307,0.0,517.553892823548,837.7229018464209,0.0
104,531.47412109375,776.5245361328125,0.0,548.1226196289062,780.3680419921875,0.0,576.2960205078125,788.0905151367188,0.0
105,348.6734313964844,684.3499145507812,0.0,360.3271789550781,696.8699340820312,0.0,372.0924072265625,720.5594482421875,0.0
106,336.9347839355469,648.8895263671875,0.0,348.89556884765625,660.8357543945312,0.0,364.367919921875,680.9270629882812,0.0
107,337.0631103515625,649.0003662109375,0.0,349.0062561035156,660.9066162109375,0.0,364.5523681640625,680.980224609375,0.0
108,339.438720703125,651.7007446289062,0.0,351.9450378417969,664.150634765625,0.0,367.780029296875,683.7730102539062,0.0
109,348.46246337890625,515.9119873046875,0.0,356.4160461425781,532.1722412109375,0.0,363.91131591796875,553.1116333007812,0.0
110,348.4209289550781,516.0543212890625,0.0,356.390625,532.2366333007812,0.0,360.7232971191406,556.2621459960938,0.0
111,348.3670959472656,516.1512451171875,0.0,356.39666748046875,532.2933349609375,0.0,363.9004211425781,556.2401123046875,0.0
112,348.44476318359375,516.089599609375,0.0,356.4237060546875,532.23779296875,0.0,363.8303527832031,556.2086791992188,0.0
113,340.479248046875,459.8660583496094,0.0,348.23193359375,476.17742919921875,0.0,352.6281433105469,500.010009765625,0.0
114,344.900146484375,332.6001892089844,0.0,356.8948974609375,348.1344299316406,0.0,369.2493591308594,368.425048828125,0.0
115,164.333984375,405.0108642578125,0.0,180.05865478515625,393.0447998046875,0.0,200.10018920898438,369.45794677734375,0.0
116,256.21533203125,356.60400390625,0.0,256.93798828125,372.713623046875,0.0,256.6907958984375,396.8365173339844,0.0
117,261.08477783203125,388.42156982421875,0.0,252.77725219726562,403.7861022949219,0.0,236.65878295898438,423.74169921875,0.0
118,408.2370910644531,396.3799743652344,0.0,395.8894958496094,387.5370788574219,0.0,372.0595397949219,371.21527099609375,0.0
119,304.7386474609375,384.5094299316406,0.0,288.5814514160156,388.8644104003906,0.0,264.75201416015625,396.44696044921875,0.0
120,304.76312255859375,384.5283203125,0.0,288.6131286621094,388.88818359375,0.0,264.7798767089844,396.6168518066406,0.0
121,296.8819274902344,387.6280212402344,0.0,280.7429504394531,392.5904235839844,0.0,256.8304443359375,399.6111755371094,0.0
122,447.46771240234375,661.2930908203125,0.0,455.62823486328125,644.7230224609375,0.0,463.9732360839844,613.3863525390625,0.0
123,447.4517822265625,661.1694946289062,0.0,455.63360595703125,644.6463623046875,0.0,467.439208984375,616.1294555664062,0.0
124,448.9660949707031,664.0321044921875,0.0,453.08148193359375,647.7824096679688,0.0,460.98321533203125,616.6376342773438,0.0
125,445.0861511230469,664.7129516601562,0.0,449.2113037109375,644.3775634765625,0.0,453.060302734375,612.910888671875,0.0
126,272.78631591796875,716.2815551757812,0.0,260.74395751953125,700.6112060546875,0.0,240.9842987060547,684.2328491210938,0.0
127,367.7038269042969,816.9658813476562,0.0,371.7516784667969,800.3865966796875,0.0,375.7587890625,769.1240844726562,0.0
128,328.36395263671875,712.428955078125,0.0,344.68096923828125,707.8517456054688,0.0,368.6731872558594,696.1146850585938,0.0
129,213.31411743164062,601.4320678710938,0.0,229.06053161621094,612.9644165039062,0.0,249.19464111328125,628.775390625,0.0
130,380.7335205078125,232.38986206054688,0.0,372.39031982421875,247.80462646484375,0.0,356.62628173828125,264.5656433105469,0.0
131,496.4168701171875,224.1080322265625,0.0,483.91595458984375,235.51611328125,0.0,463.7451477050781,248.14613342285156,0.0
132,540.7470092773438,473.2754211425781,0.0,540.5476684570312,456.5962829589844,0.0,540.2374877929688,428.34710693359375,0.0
133,548.26513671875,484.3058166503906,0.0,547.7350463867188,468.0168762207031,0.0,536.3931884765625,443.6624755859375,0.0
134,541.2385864257812,484.20086669921875,0.0,533.3006591796875,464.6302795410156,0.0,521.1047973632812,440.38226318359375,0.0
135,541.1927490234375,484.17877197265625,0.0,533.2758178710938,464.613525390625,0.0,521.0758666992188,440.3397216796875,0.0
136,540.2329711914062,484.3931579589844,0.0,535.75830078125,464.87420654296875,0.0,520.3211059570312,440.77056884765625,0.0
137,540.2442016601562,484.486083984375,0.0,535.7679443359375,464.94317626953125,0.0,520.3329467773438,440.8518371582031,0.0
138,436.89031982421875,699.9451293945312,0.0,452.3677978515625,687.9110717773438,0.0,472.7572021484375,664.359619140625,0.0
139,465.076171875,704.3072509765625,0.0,468.9521789550781,684.5421752929688,0.0,476.8388366699219,653.1984252929688,0.0
140,472.32281494140625,713.042236328125,0.0,475.9435729980469,696.260009765625,0.0,480.12872314453125,664.8822631835938,0.0
141,475.91259765625,716.128173828125,0.0,476.3214111328125,696.2609252929688,0.0,480.3165588378906,664.94873046875,0.0
142,472.626953125,716.5787963867188,0.0,476.10845947265625,696.5960693359375,0.0,479.84515380859375,665.1739501953125,0.0
